Date,Open,Close,Inflation,GDP,S_10,Corr,RSI,Open-Close,Open-Open,Predicted_Signal,PSEi_returns,Strategy_Returns
2017-11-30,8342.98046875,8516.01953125,3.5,1.7,7796.516064453125,0.7203020286297415,73.03688555080977,86.7001953125,132.220703125,-1,0.030974884494061362,-0.030974884494061362
2017-12-31,8236.150390625,8144.02001953125,3.3,1.7,7888.173046875,0.6710563649537751,60.648245194127604,-279.869140625,-106.830078125,-1,-0.044665122506526156,0.044665122506526156
2018-01-31,8584.4599609375,8724.1298828125,3.3,1.5,8043.516015625,0.8313947235191065,69.58682514477796,440.43994140625,348.3095703125,1,0.06880881821809094,-0.06880881821809094
2018-02-28,8748.3798828125,8738.7197265625,4.0,1.5,8183.222998046875,0.9210617758708426,69.77865495477111,24.25,163.919921875,-1,0.0016709583454077724,0.0016709583454077724
2018-03-31,8471.2197265625,8465.76953125,3.8,1.5,8259.48994140625,0.8760206986698662,61.69027896954912,-267.5,-277.16015625,1,-0.031732775696413404,0.031732775696413404
2018-04-30,7993.6298828125,8039.4501953125,4.3,1.5,8270.6859375,0.6336592252490514,51.35879562164296,-472.1396484375,-477.58984375,1,-0.05167022168114085,-0.05167022168114085
2018-05-31,7791.6298828125,7736.06982421875,4.5,1.5,8257.64091796875,0.23774619940452055,45.35310557112495,-247.8203125,-202.0,-1,-0.03846691319331473,-0.03846691319331473
2018-06-30,7499.89990234375,7630.259765625,4.6,1.5,8230.006884765626,-0.10836845412477439,43.38700935818686,-236.169921875,-291.72998046875,1,-0.013771893976688399,0.013771893976688399
2018-07-31,7184.6201171875,7227.9599609375,5.2,1.5,8147.86787109375,-0.28673918158602707,36.67113653693291,-445.6396484375,-315.27978515625,-1,-0.0541650567390048,-0.0541650567390048
2018-08-31,7664.990234375,7838.22021484375,5.7,1.5,8106.061865234375,-0.3120296377612148,49.77466710045986,437.0302734375,480.3701171875,-1,0.08105496190208632,-0.08105496190208632
2018-09-30,7879.0,7832.22021484375,6.4,1.5,8037.68193359375,-0.1132605283497723,49.66241148080343,40.77978515625,214.009765625,-1,-0.0007657730259881436,0.0007657730259881436
2018-10-31,7256.5400390625,7222.080078125,6.7,1.5,7945.487939453125,0.23572918222684758,39.577281081063695,-575.68017578125,-622.4599609375,1,-0.08110301127674613,0.08110301127674613
2018-11-30,7204.1298828125,7213.43994140625,6.7,1.4,7794.4189453125,0.5923819864808321,39.451225313651506,-17.9501953125,-52.41015625,1,-0.001197066366686184,-0.001197066366686184
2018-12-31,7468.6201171875,7532.89990234375,6.0,1.4,7673.836962890625,0.5726348452480897,46.457236952580274,255.18017578125,264.490234375,1,0.04333413635914717,0.04333413635914717
2019-01-31,7496.56982421875,7489.2001953125,5.1,1.5,7576.180029296875,0.4741595199083574,45.654326670767716,-36.330078125,27.94970703125,-1,-0.005818072042730057,-0.005818072042730057
2019-02-28,8038.64990234375,8144.16015625,4.4,1.5,7586.651025390625,-0.05955707849775724,57.799961221515495,549.44970703125,542.080078125,1,0.0838391163410476,-0.0838391163410476
2019-03-31,7711.7001953125,7641.77001953125,3.8,1.5,7577.221044921875,-0.1658964564166002,48.55199635821542,-432.4599609375,-326.94970703125,-1,-0.06367187087177473,-0.06367187087177473
2019-04-30,7923.16015625,7840.31005859375,3.3,1.5,7598.22607421875,-0.2897690330742702,51.929252415701946,281.39013671875,211.4599609375,1,0.025649127575968614,-0.025649127575968614
2019-05-31,7952.52001953125,8001.56982421875,3.0,1.0,7675.587060546875,-0.14527222657556652,54.61779235460724,112.2099609375,29.35986328125,1,0.020359368586655966,0.020359368586655966
2019-06-30,7963.330078125,8084.8798828125,3.2,1.0,7700.25302734375,-0.31296971547551794,56.02944066473342,-38.23974609375,10.81005859375,-1,0.010357885666737593,0.010357885666737593
2019-07-31,8011.47021484375,8043.7099609375,2.7,1.0,7721.402001953125,-0.5073727403139744,55.088543249142674,-73.40966796875,48.14013671875,-1,-0.005105221435032661,0.005105221435032661
2019-08-31,8035.75,8098.16015625,2.4,1.4,7809.010009765625,0.007419817622704323,56.1701584420637,-7.9599609375,24.27978515625,-1,0.00674647998553566,-0.00674647998553566
2019-09-30,7954.14990234375,7918.52978515625,1.7,1.4,7879.518994140625,0.40770638239990453,51.61378645356385,-144.01025390625,-81.60009765625,-1,-0.02243133926719953,0.02243133926719953
2019-10-31,7785.240234375,7739.85986328125,0.9,1.4,7900.214990234375,0.2232247238817361,47.36737553438936,-133.28955078125,-168.90966796875,1,-0.02282197348850912,0.02282197348850912
2019-11-30,8002.47021484375,8059.64990234375,0.8,1.6,7957.2599609375,0.10256885169394776,54.76806877737383,262.6103515625,217.22998046875,1,0.04048653722285934,0.04048653722285934
2019-12-31,7769.259765625,7877.18994140625,1.3,1.6,7930.562939453125,0.2273807364313242,50.2855632656357,-290.39013671875,-233.21044921875,-1,-0.022898885291298673,-0.022898885291298673
2020-01-31,7721.259765625,7742.52978515625,2.5,2.2,7940.638916015625,-0.30130318291032854,47.12288984906751,-155.93017578125,-48.0,-1,-0.017242754023409135,0.017242754023409135
2020-02-29,7206.22021484375,7137.02978515625,2.9,2.2,7870.310888671875,-0.3550424022331217,35.85597347435627,-536.3095703125,-515.03955078125,-1,-0.08143178650242297,0.08143178650242297
2020-03-31,6759.3701171875,6749.27978515625,2.6,2.2,7745.081884765625,0.09662315168105909,30.64285566004748,-377.65966796875,-446.85009765625,1,-0.05586089262786036,0.05586089262786036
2020-04-30,5321.7900390625,5408.52001953125,2.5,2.2,7477.4458984375,0.7984823270862146,19.660634188012256,-1427.48974609375,-1437.580078125,-1,-0.22146030912084616,-0.22146030912084616
2020-05-31,5601.39013671875,5572.08984375,2.2,-5.1,7230.28388671875,0.9051907292569975,23.382810065287615,192.8701171875,279.60009765625,1,0.02979468835955745,-0.02979468835955745
2020-06-30,5791.31982421875,5930.169921875,2.1,-5.1,7013.48486328125,0.8730446844515432,31.142657964625002,219.22998046875,189.9296875,1,0.06228268728036591,0.06228268728036591
2020-07-31,6223.5400390625,6209.7099609375,2.5,-5.1,6842.602880859375,0.8025240135394548,36.70335263326398,293.3701171875,432.22021484375,1,0.04606132247616792,0.04606132247616792
2020-08-31,5816.22998046875,5715.919921875,2.7,-15.2,6640.20888671875,0.7932867498634234,31.68173594855918,-393.47998046875,-407.31005859375,1,-0.08285893919117072,-0.08285893919117072
2020-09-30,5922.06005859375,5799.240234375,2.4,-15.2,6414.167919921875,0.748094323518737,33.39033870793233,206.14013671875,105.830078125,1,0.014471664398171658,0.014471664398171658
2020-10-31,5881.89990234375,5944.8701171875,2.3,-15.2,6220.9359375,0.6553691689756682,36.47566776854288,82.65966796875,-40.16015625,1,0.024801767602182292,0.024801767602182292
2020-11-30,6282.89013671875,6335.56005859375,2.5,8.0,6080.23896484375,0.37095898488489665,44.182468209663945,338.02001953125,400.990234375,-1,0.06364953440388925,0.06364953440388925
2020-12-31,6740.2998046875,7009.56005859375,3.3,8.0,6067.4919921875,-0.25405006121477475,54.71383436762751,404.73974609375,457.40966796875,-1,0.1010967230559258,-0.1010967230559258
2021-01-31,7149.64013671875,7197.5,3.5,3.8,6112.314013671875,-0.742821113735509,57.21489036056134,140.080078125,409.34033203125,-1,0.026458803543571753,-0.026458803543571753
2021-02-28,6634.58984375,6814.759765625,4.2,3.8,6252.93798828125,-0.6903054683620208,50.8591066003109,-562.91015625,-515.05029296875,-1,-0.054642929802408084,0.054642929802408084
2021-03-31,6828.7001953125,6872.97021484375,4.7,3.8,6383.026025390625,-0.5806178261583624,51.764589687801255,13.9404296875,194.1103515625,-1,0.00850554478123114,-0.00850554478123114
2021-04-30,6447.39990234375,6495.14990234375,4.5,3.8,6439.5240234375,-0.528897082119497,45.69267425108952,-425.5703125,-381.30029296875,-1,-0.05654062897416771,0.05654062897416771
2021-05-31,6392.97021484375,6369.27978515625,4.5,0.3,6455.481005859375,-0.5838521500244375,43.79126646409912,-102.1796875,-54.4296875,1,-0.019569329871691597,0.019569329871691597
2021-06-30,6619.02001953125,6627.43017578125,4.5,0.3,6546.63203125,-0.3155880784265423,48.65975619983068,249.740234375,226.0498046875,1,0.03973072395934117,0.03973072395934117
2021-07-31,6949.97998046875,6964.009765625,4.1,0.3,6663.108984375,-0.014775733153234704,54.38355519716704,322.5498046875,330.9599609375,1,0.04953830060958058,0.04953830060958058
2021-08-31,6304.02978515625,6446.31005859375,4.0,-1.3,6713.252978515625,-0.30219883027482053,45.67994128868531,-659.97998046875,-645.9501953125,1,-0.07724754103980577,-0.07724754103980577
2021-09-30,6829.580078125,6785.93994140625,4.9,-1.3,6758.290966796875,-0.5235803966385886,51.35482842385284,383.27001953125,525.55029296875,-1,0.051344932789115456,0.051344932789115456
2021-10-31,6964.490234375,6923.60009765625,4.8,-1.3,6749.694970703125,-0.299370897251823,53.54072341262012,178.55029296875,134.91015625,1,0.0200830637195546,-0.0200830637195546
2021-11-30,7159.66015625,7106.009765625,4.6,3.1,6740.545947265625,0.28035239235357934,56.423674327527515,236.06005859375,195.169921875,1,0.026004992201725845,0.026004992201725845
2021-12-31,7194.08984375,6947.06005859375,4.2,3.1,6753.7759765625,0.4898163773817676,53.225834870800284,88.080078125,34.4296875,1,-0.02262231494724984,-0.02262231494724984
2022-01-31,7101.64013671875,7041.27001953125,3.2,3.5,6770.60595703125,0.7422352600679112,54.90882447233919,154.580078125,-92.44970703125,1,0.013469997471915627,0.013469997471915627
2022-02-28,7380.14013671875,7458.990234375,3.0,3.5,6866.989990234375,0.7830772809264904,61.69834476140112,338.8701171875,278.5,1,0.05763149333031913,0.05763149333031913
2022-03-31,7322.3798828125,7404.60986328125,3.0,3.5,6970.522998046875,0.764294393558741,60.3831873657563,-136.6103515625,-57.76025390625,-1,-0.007317286979670779,-0.007317286979670779
2022-04-30,7160.47998046875,7152.8798828125,4.0,3.5,7023.06796875,0.639060942379507,54.41709666780463,-244.1298828125,-161.89990234375,-1,-0.03458770432754698,0.03458770432754698
2022-05-31,6742.830078125,6721.080078125,4.9,1.9,6998.775,0.40611917664779895,45.793596759003435,-410.0498046875,-417.64990234375,1,-0.06226618889294541,0.06226618889294541
2022-06-30,6786.919921875,6712.2099609375,5.4,1.9,7025.364990234375,0.015446097653025362,45.62855671362452,65.83984375,44.08984375,1,-0.0013206174289176298,-0.0013206174289176298
2022-07-31,6174.3701171875,6165.35009765625,6.1,1.9,6963.306005859375,-0.22363379551230303,36.59413686312421,-537.83984375,-612.5498046875,1,-0.08498332715764222,-0.08498332715764222
2022-08-31,6309.06982421875,6312.02978515625,6.4,-0.1,6902.148974609375,-0.2276383538665526,40.12714718715619,143.7197265625,134.69970703125,1,0.02351237940187,0.02351237940187
2022-09-30,6594.669921875,6588.27978515625,6.3,-0.1,6850.3759765625,-0.11395860126143299,46.37940551199542,282.64013671875,285.60009765625,1,0.04283497797334887,0.04283497797334887
2022-10-31,5734.33984375,5783.14990234375,6.9,-0.1,6733.9849609375,0.3139687873260417,34.65896971728004,-853.93994140625,-860.330078125,1,-0.1303437802723831,-0.1303437802723831
2022-11-30,6258.91015625,6206.240234375,7.7,3.3,6650.481982421875,0.5220541552059118,43.06047438651066,475.76025390625,524.5703125,-1,0.07060677524773849,0.07060677524773849
2022-12-31,6814.14013671875,6734.08984375,8.0,3.3,6577.991943359375,0.4374111719382476,51.674094075757736,607.89990234375,555.22998046875,1,0.08162738716459296,-0.08162738716459296
2023-01-31,6555.39990234375,6586.009765625,8.1,2.0,6496.13193359375,0.2686564695905639,49.34719145144108,-178.68994140625,-258.740234375,1,-0.022234995721571185,-0.022234995721571185
2023-02-28,6814.52001953125,7035.759765625,8.7,2.0,6484.419921875,-0.20337438022145438,56.02912929075325,228.51025390625,259.1201171875,1,0.06605801595311095,0.06605801595311095
2023-03-31,6602.9599609375,6607.1298828125,8.6,2.0,6473.02490234375,-0.34885138279971734,49.161695001097605,-432.7998046875,-211.56005859375,-1,-0.06285633147287784,-0.06285633147287784
2023-04-30,6524.31005859375,6529.990234375,7.6,2.0,6454.8029296875,-0.5529981277159621,47.985595070519956,-82.81982421875,-78.64990234375,1,-0.01174390343307039,0.01174390343307039
2023-05-31,6624.9501953125,6672.68994140625,6.6,1.1,6505.5369140625,-0.511117431532476,50.42338973489456,94.9599609375,100.64013671875,1,0.021617620408616974,0.021617620408616974
